,index,country,location,latitude,longitude,soil,pH,crop,sowing_year,sowing_month,harvest_year,harvest_month,yield_ct,yield_nt,P,E,PB,Tave,Tmax,Tmin,ST
63,504,Brazil,"Rio Grande do Sul state, Rio Grande do Sul (Federal University)",-30.08,-51.65,clay loam,5.5,maize,1989,11,1990,4,7596.0,7735.0,784.3,623.707,160.593,24.81667,29.90807,15.79494,Sandy clay loam
64,505,Brazil,"Rio Grande do Sul state, Rio Grande do Sul (Federal University)",-30.08,-51.65,clay loam,5.5,maize,1989,11,1990,4,8089.0,7180.0,784.3,623.707,160.593,24.81667,29.90807,15.79494,Sandy clay loam
65,506,Brazil,"Rio Grande do Sul state, Rio Grande do Sul (Federal University)",-30.08,-51.65,clay loam,5.5,maize,1999,11,2000,4,8213.0,8120.0,794.2,636.328,157.872,24.93333,29.12054,15.6047,Sandy clay loam
66,507,Brazil,"Rio Grande do Sul state, Rio Grande do Sul (Federal University)",-30.08,-51.65,clay loam,5.5,maize,1999,11,2000,4,8598.0,8305.0,794.2,636.328,157.872,24.93333,29.12054,15.6047,Sandy clay loam
67,508,Brazil,"Rio Grande do Sul state, Rio Grande do Sul (Federal University)",-30.08,-51.65,clay loam,5.5,maize,2006,11,2007,4,8721.0,8521.0,815.3,641.889,173.411,25.56667,29.6705,16.16071,Sandy clay loam
68,509,Brazil,"Rio Grande do Sul state, Rio Grande do Sul (Federal University)",-30.08,-51.65,clay loam,5.5,maize,2006,11,2007,4,9014.0,8613.0,815.3,641.889,173.411,25.56667,29.6705,16.16071,Sandy clay loam
69,832,Brazil,"Santa Catarina, Lages",-27.8,-50.32, ,5.5 to 8.5 with lime application,maize,1996,11,1997,4,7703.0,7703.0,954.4,616.757,337.644,21.33333,25.57545,10.66417,Clay
70,833,Brazil,"Santa Catarina, Lages",-27.8,-50.32, ,5.5 to 8.5 with lime application,maize,1996,11,1997,4,7608.0,7402.0,954.4,616.757,337.644,21.33333,25.57545,10.66417,Clay
71,834,Brazil,"Santa Catarina, Lages",-27.8,-50.32, ,5.5 to 8.5 with lime application,maize,1996,11,1997,4,8589.0,8320.0,954.4,616.757,337.644,21.33333,25.57545,10.66417,Clay
72,835,Brazil,"Santa Catarina, Lages",-27.8,-50.32, ,5.5 to 8.5 with lime application,maize,1996,11,1997,4,8304.0,7813.0,954.4,616.757,337.644,21.33333,25.57545,10.66417,Clay
73,836,Brazil,"Santa Catarina, Lages",-27.8,-50.32, ,5.5 to 8.5 with lime application,maize,1996,11,1997,4,5994.0,4712.0,954.4,616.757,337.644,21.33333,25.57545,10.66417,Clay
74,837,Brazil,"Santa Catarina, Lages",-27.8,-50.32, ,5.5 to 8.5 with lime application,maize,1997,11,1998,4,6901.0,7115.0,1498.4,542.896,955.504,20.85,25.88517,12.58576,Clay
75,838,Brazil,"Santa Catarina, Lages",-27.8,-50.32, ,5.5 to 8.5 with lime application,maize,1997,11,1998,4,6720.0,6621.0,1498.4,542.896,955.504,20.85,25.88517,12.58576,Clay
76,839,Brazil,"Santa Catarina, Lages",-27.8,-50.32, ,5.5 to 8.5 with lime application,maize,1997,11,1998,4,6193.0,5733.0,1498.4,542.896,955.504,20.85,25.88517,12.58576,Clay
77,840,Brazil,"Santa Catarina, Lages",-27.8,-50.32, ,5.5 to 8.5 with lime application,maize,1997,11,1998,4,3510.0,3198.0,1498.4,542.896,955.504,20.85,25.88517,12.58576,Clay
78,841,Brazil,"Santa Catarina, Lages",-27.8,-50.32, ,5.5 to 8.5 with lime application,maize,1997,11,1998,4,6407.0,5815.0,1498.4,542.896,955.504,20.85,25.88517,12.58576,Clay
79,842,Brazil,"Santa Catarina, Lages",-27.8,-50.32, ,5.5 to 8.5 with lime application,maize,1998,11,1999,4,7963.0,8000.0,771.1,605.914,165.186,20.28333,25.23432,11.56289,Clay
80,843,Brazil,"Santa Catarina, Lages",-27.8,-50.32, ,5.5 to 8.5 with lime application,maize,1998,11,1999,4,7794.0,7307.0,771.1,605.914,165.186,20.28333,25.23432,11.56289,Clay
81,844,Brazil,"Santa Catarina, Lages",-27.8,-50.32, ,5.5 to 8.5 with lime application,maize,1998,11,1999,4,6558.0,5697.0,771.1,605.914,165.186,20.28333,25.23432,11.56289,Clay
82,845,Brazil,"Santa Catarina, Lages",-27.8,-50.32, ,5.5 to 8.5 with lime application,maize,1998,11,1999,4,6895.0,5921.0,771.1,605.914,165.186,20.28333,25.23432,11.56289,Clay
83,846,Brazil,"Santa Catarina, Lages",-27.8,-50.32, ,5.5 to 8.5 with lime application,maize,1998,11,1999,4,5697.0,3412.0,771.1,605.914,165.186,20.28333,25.23432,11.56289,Clay
84,3813,Cameroon,Mfou,3.95,11.8,Kandiudult, ,maize,2006,5,2006,8,2200.0,1700.0,310.2,337.817,-27.617,22.725,28.19625,20.24505,Sandy clay loam
85,3814,Cameroon,Mfou,3.95,11.8,Kandiudult, ,maize,2006,5,2006,8,1670.0,1270.0,310.2,337.817,-27.617,22.725,28.19625,20.24505,Sandy clay loam
86,3815,Cameroon,Mfou,3.95,11.8,Kandiudult, ,maize,2006,5,2006,8,5000.0,3660.0,310.2,337.817,-27.617,22.725,28.19625,20.24505,Sandy clay loam
87,3816,Cameroon,Mfou,3.95,11.8,Kandiudult, ,maize,2006,5,2006,8,3900.0,3050.0,310.2,337.817,-27.617,22.725,28.19625,20.24505,Sandy clay loam
88,3931,Canada,"Ontario, Acton",43.63,-80.03,Sandy loam, ,maize,1982,5,1982,10,9230.0,6350.0,527.1000137,441.4342338,85.666,15.95000013,26.6362541,5.018897764,Loam
89,3932,Canada,"Ontario, Acton",43.63,-80.03,Sandy loam, ,maize,1983,5,1983,10,10380.0,8740.0,494.7,472.374,22.326,16.58333,27.52769,5.4467,Loam
90,3933,Canada,"Ontario, Acton",43.63,-80.03,Sandy loam, ,maize,1984,5,1984,10,8490.0,7700.0,499.3,446.6,52.7,16.03333,25.37778,6.16022,Loam
91,4303,Canada,"Ontario, Alvinston",51.33,-85.33,clay, ,maize,1994,5,1994,10,6553.0,6040.0,262.0,379.32,-117.32,11.15,22.09153,-0.10379,Clay
92,4304,Canada,"Ontario, Alvinston",51.33,-85.33,clay, ,maize,1994,5,1994,10,6605.0,5973.0,262.0,379.32,-117.32,11.15,22.09153,-0.10379,Clay
93,4305,Canada,"Ontario, Alvinston",51.33,-85.33,clay, ,maize,1995,5,1995,10,5223.0,5348.0,260.5,381.57,-121.07,11.13333,23.96254,-1.04606,Clay
94,4306,Canada,"Ontario, Alvinston",51.33,-85.33,clay, ,maize,1995,5,1995,10,6435.0,4963.0,260.5,381.57,-121.07,11.13333,23.96254,-1.04606,Clay
95,4307,Canada,"Ontario, Alvinston",51.33,-85.33,clay, ,maize,1996,5,1996,10,4520.0,5683.0,231.9,401.124,-169.224,10.68333,22.94786,-1.89181,Clay
96,4308,Canada,"Ontario, Alvinston",51.33,-85.33,clay, ,maize,1996,5,1996,10,4843.0,4997.0,231.9,401.124,-169.224,10.68333,22.94786,-1.89181,Clay
97,2718,Canada,"Ontario, Centralia",43.28,-81.47,clay loam, ,maize,1994,5,1994,10,8240.0,7630.0,418.2,541.217,-123.017,16.2,25.52041,5.62255,Clay loam
98,2719,Canada,"Ontario, Centralia",43.28,-81.47,clay loam, ,maize,1995,5,1995,10,9610.0,8440.0,420.7,552.26,-131.56,17.35,27.27467,6.81687,Clay loam
99,2722,Canada,"Ontario, Centralia",43.28,-81.47,clay loam, ,maize,1994,5,1994,10,8340.0,7180.0,418.2,541.217,-123.017,16.2,25.52041,5.62255,Clay loam
100,2723,Canada,"Ontario, Centralia",43.28,-81.47,clay loam, ,maize,1995,5,1995,10,9350.0,8340.0,420.7,552.26,-131.56,17.35,27.27467,6.81687,Clay loam
101,219,Canada,"Ontario, Delhi",42.87,-80.52, , ,maize,1997,5,1997,10,8880.0,8730.0,541.1,542.27,-1.17,15.45,24.91466,4.70061,Sandy loam
102,220,Canada,"Ontario, Delhi",42.87,-80.52, , ,maize,1998,5,1998,10,6250.0,6380.0,264.3,585.537,-321.237,17.61667,26.51865,6.44425,Sandy loam
103,221,Canada,"Ontario, Delhi",42.87,-80.52, , ,maize,1999,5,1999,10,2220.0,3880.0,415.5,591.695,-176.195,17.01667,28.8529,5.31679,Sandy loam
104,4309,Canada,"Ontario, Fingal",51.33,-85.33,silty clay loam, ,maize,1994,5,1994,10,11025.0,10718.0,262.0,379.32,-117.32,11.15,22.09153,-0.10379,Clay
