Year,Field,Plot_No,SMU,Core_No,Tillage,Depth,Lab_No,TotalN.perc,TotalC.perc,InorganicC.perc,OrganicC.perc,pH,Delta_C13,atom_pct
2005,71,47828,138B,95,Chisel,30 to 60,G379,0.1,1.2,0.04,1.16,5.57,-17.55,1.0919
2005,71,47828,107/507,96,Chisel,30 to 60,G383,0.07,0.9,0.08,0.82,5.59,-17.41,1.0921
2005,71,47828,107/507,97,Chisel,30 to 60,G387,0.11,1.41,0.07,1.34,6.2,-18.75,1.0906
2005,71,47828,107/507,98,Chisel,30 to 60,G391,0.15,2.19,0.07,2.12,6.56,-16.93,1.0926
2005,71,47821,107/507,99,Plow,30 to 60,G395,0.06,0.7,0.07,0.63,6.29,-17.69,1.0918
2005,71,47821,138B,100,Plow,30 to 60,G399,0.08,0.9,0.07,0.83,5.9,-17.4,1.0921
2005,71,47821,138B,101,Plow,30 to 60,G403,0.14,1.77,0.001,1.77,6.25,-17.28,1.0922
2005,71,47821,138B,102,Plow,30 to 60,G407,0.08,0.91,0.001,0.91,6.69,-17.09,1.0924
2005,71,47818,107/507,103,Disk,30 to 60,G411,0.07,0.82,0.001,0.82,5.96,-17.29,1.0922
2005,71,47818,107/507,104,Disk,30 to 60,G415,0.1,1.49,0.02,1.47,5.95,-16.73,1.0928
2005,71,47818,107/507,105,Disk,30 to 60,G419,0.08,1.09,0.001,1.09,6.38,-16.54,1.093
2005,71,47818,138B,106,Disk,30 to 60,G423,0.07,0.84,0.001,0.84,6.75,-16.5,1.0931
2005,71,47811,107/507,107,Plow,30 to 60,G427,0.06,0.84,0.001,0.84,6.12,-16.88,1.0927
2005,71,47811,107/507,108,Plow,30 to 60,G431,0.09,1.26,0.001,1.26,5.68,-16.16,1.0935
2005,71,47811,107/507,109,Plow,30 to 60,G435,0.08,1.22,0.001,1.22,6.2,-16.19,1.0934
2005,71,47811,107/507,110,Plow,30 to 60,G439,0.04,0.46,0.001,0.46,6.63,-17.17,1.0923
2005,71,47812,107/507,111,Till,30 to 60,G443,0.08,1.46,0.001,1.46,6.37,-17.46,1.092
2005,71,47812,107/507,112,Till,30 to 60,G447,0.06,0.9,0.001,0.9,5.64,-16.72,1.0928
2005,71,47812,107/507,113,Till,30 to 60,G451,0.05,0.64,0.001,0.64,5.68,-16.82,1.0927
2005,71,47812,107/507,114,Till,30 to 60,G455,0.06,0.87,0.001,0.87,6.5,-17.25,1.0923
2005,71,47817,138B,115,Plow,30 to 60,G459,0.07,0.89,0.001,0.89,6.11,-17.64,1.0918
2005,71,47817,107/507,116,Plow,30 to 60,G463,0.11,1.57,0.001,1.57,5.66,-16.98,1.0926
2005,71,47817,107/507,117,Plow,30 to 60,G467,0.09,1.41,0.001,1.41,6.39,-16.7,1.0929
2005,71,47817,107/507,118,Plow,30 to 60,G471,0.07,0.97,0.001,0.97,7.74,-4.65,1.1061
2005,71,47822,138B,119,Slot,30 to 60,G475,0.11,1.62,0.001,1.62,6.23,-17.82,1.0916
2005,71,47822,138B,120,Slot,30 to 60,G479,0.07,0.97,0.001,0.97,6.18,-16.74,1.0928
2005,71,47822,138B,121,Slot,30 to 60,G483,0.06,0.84,0.001,0.84,7.18,-13.37,1.0965
2005,71,47822,138B,122,Slot,30 to 60,G487,0.06,0.76,0.001,0.76,7.81,-2.99,1.1079
2005,71,47827,107/507,123,Till,30 to 60,G491,0.14,2.14,0.001,2.14,6.12,-17.8,1.0917
2005,71,47827,107/507,124,Till,30 to 60,G495,0.16,2.22,0.001,2.22,5.84,-17.54,1.0919
2005,71,47827,107/507,125,Till,30 to 60,G499,0.1,1.51,0.001,1.51,6.37,-17.09,1.0924
2005,71,47827,138B,126,Till,30 to 60,G503,0.12,1.92,0.001,1.92,6.47,-17.05,1.0925
2005,71,47826,138B,127,Disk,30 to 60,G507,0.08,1.07,0.001,1.07,5.78,-17.72,1.0917
2005,71,47826,107/507,128,Disk,30 to 60,G511,0.11,1.26,0.001,1.26,5.51,-16.96,1.0926
2005,71,47826,107/507,129,Disk,30 to 60,G515,0.06,0.89,0.001,0.89,5.73,-17.08,1.0924
2005,71,47826,107/507,130,Disk,30 to 60,G519,0.09,1.36,0.001,1.36,6.41,-17.96,1.0915
2005,71,47823,138B,131,Chisel,30 to 60,G523,0.11,1.45,0.001,1.45,6.14,-17.77,1.0917
2005,71,47823,138B,132,Chisel,30 to 60,G527,0.08,0.96,0.001,0.96,6.29,-17.43,1.0921
2005,71,47823,138B,133,Chisel,30 to 60,G531,0.06,0.71,0.001,0.71,6.22,-17.26,1.0922
2005,71,47823,138B,134,Chisel,30 to 60,G535,0.07,0.95,0.001,0.95,6.6,-18.21,1.0912
2005,71,47816,107/507,135,Till,30 to 60,G539,0.18,2.65,0.001,2.65,5.57,-17.72,1.0917
2005,71,47816,107/507,136,Till,30 to 60,G543,0.11,1.39,0.001,1.39,5.66,-17.21,1.0923
2005,71,47816,138B,137,Till,30 to 60,G547,0.13,1.61,0.001,1.61,6.03,-17.52,1.092
2005,71,47816,138B,138,Till,30 to 60,G551,0.08,0.73,0.001,0.73,7.67,-9.08,1.1012
2005,71,47813,107/507,139,Chisel,30 to 60,G555,0.14,1.7,0.001,1.7,5.83,-18.17,1.0912
2005,71,47813,107/507,140,Chisel,30 to 60,G559,0.09,0.89,0.001,0.89,5.37,-17.3,1.0922
2005,71,47813,107/507,141,Chisel,30 to 60,G563,0.06,0.54,0.001,0.54,5.84,-17.54,1.0919
2005,71,47813,107/507,142,Chisel,30 to 60,G567,0.07,0.72,0.001,0.72,6.5,-18.5,1.0909
2005,71,47814,107/507,143,Disk,30 to 60,G571,0.08,0.7,0.001,0.7,5.52,-18,1.0914
2005,71,47814,107/507,144,Disk,30 to 60,G575,0.1,1.36,0.001,1.36,4.99,-18.05,1.0914
2005,71,47814,107/507,145,Disk,30 to 60,G579,0.08,0.81,0.001,0.81,5.49,-19.57,1.0897
2005,71,47814,138B,146,Disk,30 to 60,G583,0.14,1.78,0.001,1.78,6.1,-17.86,1.0916
2005,71,47815,138B,147,Chisel,30 to 60,G587,0.14,1.49,0.001,1.49,5.82,-17.85,1.0916
2005,71,47815,138B,148,Chisel,30 to 60,G591,0.13,1.33,0.001,1.33,4.96,-17.89,1.0916
2005,71,47815,138B,149,Chisel,30 to 60,G595,0.1,1.06,0.001,1.06,5.5,-17.4,1.0921
2005,71,47815,138B,150,Chisel,30 to 60,G599,0.12,1.21,0.001,1.21,6.06,-17.17,1.0923
2005,71,47824,138B,151,Till,30 to 60,G603,0.09,0.94,0.001,0.94,5.47,-17.21,1.0923
2005,71,47824,138B,152,Till,30 to 60,G607,0.07,0.6,0.001,0.6,5.29,-16.68,1.0929
2005,71,47824,138B,153,Till,30 to 60,G611,0.08,0.78,0.001,0.78,5.53,-16.14,1.0935
2005,71,47824,107/507,154,Till,30 to 60,G615,0.09,0.9,0.001,0.9,6.09,-16.34,1.0933
2005,71,47825,107/507,155,Plow,30 to 60,G619,0.09,0.97,0.001,0.97,5.64,-17.29,1.0922
2005,71,47825,138B,156,Plow,30 to 60,G623,0.1,1.17,0.001,1.17,5.64,-16.47,1.0931
2005,71,47825,138B,157,Plow,30 to 60,G627,0.11,1.25,0.001,1.25,6.19,-16.5,1.0931
2005,71,47825,138B,158,Plow,30 to 60,G631,0.09,0.83,0.001,0.83,7.77,-3.26,1.1076
2005,71,47810,107/507,79,Slot,60 to 90,G316,0.02,1.51,1.45,0.06,5.62,-16.96,1.0926
2005,71,47810,107/507,80,Slot,60 to 90,G320,0.03,2.18,1.54,0.64,5.29,-16.17,1.0935
2005,71,47810,107/507,81,Slot,60 to 90,G324,0.03,1.24,1.18,0.06,5.88,-16.14,1.0935
2005,71,47810,107/507,82,Slot,60 to 90,G328,0.05,0.93,0.01,0.92,6.32,-17.05,1.0925
2005,71,47819,107/507,83,Slot,60 to 90,G332,0.03,1.31,1.12,0.19,6.39,-17.26,1.0923
2005,71,47819,107/507,84,Slot,60 to 90,G336,0.03,0.9,0.8,0.1,6.11,-16.46,1.0931
2005,71,47819,107/507,85,Slot,60 to 90,G340,0.03,1.75,1.45,0.3,6.31,-16.57,1.093
2005,71,47819,107/507,86,Slot,60 to 90,G344,0.03,0.38,0.14,0.24,7.53,-4.67,1.1061
2005,71,47820,107/507,87,Disk,60 to 90,G348,0.07,1.17,0.01,1.16,6.19,-16.8,1.0927
2005,71,47820,107/507,88,Disk,60 to 90,G352,0.04,0.56,0.03,0.53,6.27,-16.41,1.0932
2005,71,47820,107/507,89,Disk,60 to 90,G356,0.03,0.41,0.06,0.35,6.56,-16.36,1.0932
2005,71,47820,107/507,90,Disk,60 to 90,G360,0.03,1.92,1.75,0.17,7.57,-4.6,1.1062
2005,71,47829,107/507,91,Slot,60 to 90,G364,0.05,0.57,0.11,0.46,6.34,-16.9,1.0926
2005,71,47829,107/507,92,Slot,60 to 90,G368,0.05,1.91,1.39,0.52,6.97,-16.11,1.0935
2005,71,47829,107/507,93,Slot,60 to 90,G372,0.03,0.37,0.13,0.24,7.1,-16.21,1.0934
2005,71,47829,138B,94,Slot,60 to 90,G376,0.05,1.09,0.6,0.49,7.74,-3.98,1.1068
2005,71,47828,138B,95,Chisel,60 to 90,G380,0.05,0.97,0.51,0.46,5.98,-16.78,1.0928
2005,71,47828,107/507,96,Chisel,60 to 90,G384,0.04,2.11,1.97,0.14,6.01,-16.59,1.093
2005,71,47828,107/507,97,Chisel,60 to 90,G388,0.04,0.53,0.14,0.39,6.43,-16.54,1.093
2005,71,47828,107/507,98,Chisel,60 to 90,G392,0.05,0.67,0.07,0.6,7.68,-4.63,1.1061
2005,71,47821,107/507,99,Plow,60 to 90,G396,0.03,1.73,1.75,-0.02,5.73,-16.81,1.0927
2005,71,47821,138B,100,Plow,60 to 90,G400,0.04,1.24,1.04,0.2,5.55,-16.19,1.0934
2005,71,47821,138B,101,Plow,60 to 90,G404,0.08,0.88,0.001,0.88,6.32,-16.07,1.0936
2005,71,47821,138B,102,Plow,60 to 90,G408,0.04,0.39,0.001,0.39,6.75,-16.67,1.0929
2005,71,47818,107/507,103,Disk,60 to 90,G412,0.04,0.86,0.62,0.24,5.69,-16.77,1.0928
2005,71,47818,107/507,104,Disk,60 to 90,G416,0.06,0.71,0.001,0.71,5.51,-16.2,1.0934
2005,71,47818,107/507,105,Disk,60 to 90,G420,0.04,0.51,0.001,0.51,6.32,-16.21,1.0934
2005,71,47818,138B,106,Disk,60 to 90,G424,0.02,1.81,1.9,-0.09,7.81,-3.34,1.1075
2005,71,47811,107/507,107,Plow,60 to 90,G428,0.04,0.42,0.001,0.42,6.08,-17.05,1.0925
2005,71,47811,107/507,108,Plow,60 to 90,G432,0.04,0.56,0.001,0.56,5.36,-16,1.0936
2005,71,47811,107/507,109,Plow,60 to 90,G436,0.04,0.5,0.001,0.5,6.44,-15.94,1.0937
2005,71,47811,107/507,110,Plow,60 to 90,G440,0.02,0.93,0.8,0.13,6.17,-16.6,1.093
2005,71,47812,107/507,111,Till,60 to 90,G444,0.05,0.58,0.001,0.58,5.68,-17.1,1.0924
2005,71,47812,107/507,112,Till,60 to 90,G448,0.03,0.54,0.001,0.54,5.52,-16.98,1.0926
2005,71,47812,107/507,113,Till,60 to 90,G452,0.03,0.59,0.001,0.59,5.71,-16.92,1.0926
2005,71,47812,107/507,114,Till,60 to 90,G456,0.04,0.45,0.001,0.45,6.4,-17.61,1.0919
2005,71,47817,138B,115,Plow,60 to 90,G460,0.03,0.32,0.001,0.32,5.62,-17.15,1.0924
2005,71,47817,107/507,116,Plow,60 to 90,G464,0.04,0.56,0.001,0.56,5.67,-16.85,1.0927
2005,71,47817,107/507,117,Plow,60 to 90,G468,0.04,0.62,0.001,0.62,6.03,-16.64,1.0929
2005,71,47817,107/507,118,Plow,60 to 90,G472,0.03,0.29,0.001,0.29,6.77,-15.62,1.0941
2005,71,47822,138B,119,Slot,60 to 90,G476,0.05,0.64,0.001,0.64,5.89,-17.4,1.0921
2005,71,47822,138B,120,Slot,60 to 90,G480,0.05,0.86,0.001,0.86,5.38,-17.1,1.0924
2005,71,47822,138B,121,Slot,60 to 90,G484,0.02,0.39,0.001,0.39,5.84,-16.82,1.0927
2005,71,47822,138B,122,Slot,60 to 90,G488,0.02,0.2,0.001,0.2,6.46,-17.41,1.0921
2005,71,47827,107/507,123,Till,60 to 90,G492,0.04,0.59,0.001,0.59,5.72,-17.37,1.0921
2005,71,47827,107/507,124,Till,60 to 90,G496,0.04,0.62,0.001,0.62,5.39,-16.78,1.0928
2005,71,47827,107/507,125,Till,60 to 90,G500,0.03,0.45,0.001,0.45,5.69,-16.79,1.0928
2005,71,47827,138B,126,Till,60 to 90,G504,0.06,0.75,0.001,0.75,6.29,-17.55,1.0919
2005,71,47826,138B,127,Disk,60 to 90,G508,0.03,0.34,0.001,0.34,6.38,-17.24,1.0923
2005,71,47826,107/507,128,Disk,60 to 90,G512,0.03,1.73,1.68,0.05,5.98,-16.67,1.0929
2005,71,47826,107/507,129,Disk,60 to 90,G516,0.02,1.68,1.76,-0.08,5.92,-16.61,1.093
2005,71,47826,107/507,130,Disk,60 to 90,G520,0.03,0.45,0.001,0.45,7.1,-11.6,1.0985
2005,71,47823,138B,131,Chisel,60 to 90,G524,0.04,0.4,0.001,0.4,6.86,-17.37,1.0921
2005,71,47823,138B,132,Chisel,60 to 90,G528,0.03,0.32,0.001,0.32,5.6,-16.94,1.0926
2005,71,47823,138B,133,Chisel,60 to 90,G532,0.02,0.55,0.35,0.2,5.96,-17.04,1.0925
2005,71,47823,138B,134,Chisel,60 to 90,G536,0.02,0.28,0.001,0.28,7.11,-9.83,1.1004
2005,71,47816,107/507,135,Till,60 to 90,G540,0.07,0.88,0.001,0.88,7.02,-17.65,1.0918
2005,71,47816,107/507,136,Till,60 to 90,G544,0.04,0.4,0.001,0.4,7.01,-16.95,1.0926
2005,71,47816,138B,137,Till,60 to 90,G548,0.06,0.65,0.001,0.65,7.21,-15.05,1.0947
2005,71,47816,138B,138,Till,60 to 90,G552,0.05,1.68,1.77,-0.09,7.91,-3.46,1.1074
2005,71,47813,107/507,139,Chisel,60 to 90,G556,0.07,0.73,0.001,0.73,7.07,-17.71,1.0918
2005,71,47813,107/507,140,Chisel,60 to 90,G560,0.04,0.68,0.58,0.1,5.81,-17.21,1.0923
2005,71,47813,107/507,141,Chisel,60 to 90,G564,0.04,0.66,0.51,0.15,6.39,-17.28,1.0922
2005,71,47813,107/507,142,Chisel,60 to 90,G568,0.04,0.91,0.81,0.1,7.52,-7.6,1.1029
2005,71,47814,107/507,143,Disk,60 to 90,G572,0.04,0.86,0.68,0.18,6.56,-17.25,1.0923
2005,71,47814,107/507,144,Disk,60 to 90,G576,0.07,0.58,0.001,0.58,6.51,-17.1,1.0924
2005,71,47814,107/507,145,Disk,60 to 90,G580,0.04,1.48,1.2,0.28,6.74,-16.73,1.0928
2005,71,47814,138B,146,Disk,60 to 90,G584,0.07,0.64,0.001,0.64,7.69,-7.79,1.1027
2005,71,47815,138B,147,Chisel,60 to 90,G588,0.07,0.55,0.001,0.55,6.04,-17.02,1.0925
2005,71,47815,138B,148,Chisel,60 to 90,G592,0.07,0.56,0.001,0.56,6.05,-16.96,1.0926
2005,71,47815,138B,149,Chisel,60 to 90,G596,0.05,0.32,0.001,0.32,6.37,-16.75,1.0928
2005,71,47815,138B,150,Chisel,60 to 90,G600,0.06,0.46,0.001,0.46,6.77,-17.2,1.0923
2005,71,47824,138B,151,Till,60 to 90,G604,0.06,0.55,0.21,0.34,5.77,-17.11,1.0924
2005,71,47824,138B,152,Till,60 to 90,G608,0.04,0.46,0.001,0.46,5.77,-18.2,1.0912
2005,71,47824,138B,153,Till,60 to 90,G612,0.05,2.3,2.32,-0.02,5.9,-16.44,1.0931
2005,71,47824,107/507,154,Till,60 to 90,G616,0.05,0.73,0.54,0.19,6.61,-16.85,1.0927
2005,71,47825,107/507,155,Plow,60 to 90,G620,0.06,0.9,0.68,0.22,6.3,-17.32,1.0922
2005,71,47825,138B,156,Plow,60 to 90,G624,0.07,0.55,0.001,0.55,6.19,-17.31,1.0922
2005,71,47825,138B,157,Plow,60 to 90,G628,0.06,0.44,0.001,0.44,5.94,-16.82,1.0927
2005,71,47825,138B,158,Plow,60 to 90,G632,0.04,0.51,0.28,0.23,7.39,-8.86,1.1015
