,month,year,month_of_year,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,RH2M,WS2M,PS,QV2M,DISPH
0,1981-1,1981,1,5.42,12.09,-0.7,0.0,-999.0,-999.0,72.56,6.24,99.52,4.15,0.01
1,1981-2,1981,2,7.36,16.56,0.25,5.27,-999.0,-999.0,80.25,4.12,99.81,5.25,0.01
2,1981-3,1981,3,11.95,21.53,4.41,0.0,-999.0,-999.0,79.25,3.81,99.62,6.9,0.01
3,1981-4,1981,4,14.54,23.05,5.85,0.0,-999.0,-999.0,68.75,3.65,99.76,6.9,0.01
4,1981-5,1981,5,18.59,29.37,8.01,0.0,-999.0,-999.0,62.88,3.62,99.67,8.06,0.01
5,1981-6,1981,6,24.76,37.67,16.16,0.0,-999.0,-999.0,50.75,4.11,99.7,9.46,0.01
6,1981-7,1981,7,25.48,35.86,17.55,0.0,-999.0,-999.0,47.94,4.73,99.7,9.34,0.01
7,1981-8,1981,8,26.27,38.38,16.01,0.0,-999.0,-999.0,53.5,3.44,99.76,10.86,0.01
8,1981-9,1981,9,23.07,33.02,15.03,0.0,-999.0,-999.0,64.19,3.16,99.89,10.99,0.01
9,1981-10,1981,10,19.43,33.25,8.63,0.0,-999.0,-999.0,70.44,3.42,99.87,9.83,0.01
10,1981-11,1981,11,10.82,22.82,4.28,0.0,-999.0,-999.0,72.62,4.55,100.19,5.98,0.01
11,1981-12,1981,12,9.58,18.79,-0.45,0.0,-999.0,-999.0,80.31,5.46,98.93,6.23,0.01
12,1982-1,1982,1,8.98,18.59,2.26,0.0,-999.0,-999.0,78.88,3.05,99.96,5.74,0.01
13,1982-2,1982,2,7.62,13.74,0.08,5.27,-999.0,-999.0,77.81,4.17,100.09,5.13,0.01
14,1982-3,1982,3,9.84,18.76,3.37,5.27,-999.0,-999.0,77.56,4.73,99.76,5.92,0.01
15,1982-4,1982,4,13.04,21.67,6.26,0.0,-999.0,-999.0,74.81,3.6,99.45,7.02,0.01
16,1982-5,1982,5,18.25,28.15,8.05,0.0,-999.0,-999.0,69.5,3.99,100.07,8.79,0.01
17,1982-6,1982,6,25.15,39.51,15.06,0.0,-999.0,-999.0,53.38,3.28,99.74,10.07,0.01
18,1982-7,1982,7,27.51,37.66,18.41,0.0,-999.0,-999.0,46.5,3.48,99.69,10.13,0.01
19,1982-8,1982,8,26.12,35.68,17.4,0.0,-999.0,-999.0,57.0,3.29,99.67,11.54,0.01
20,1982-9,1982,9,24.35,34.58,17.37,0.0,-999.0,-999.0,63.38,2.74,100.04,11.54,0.01
21,1982-10,1982,10,18.72,28.66,11.15,0.0,-999.0,-999.0,71.75,3.36,99.77,9.58,0.01
22,1982-11,1982,11,13.53,20.79,7.54,0.0,-999.0,-999.0,78.88,3.65,100.1,7.57,0.01
23,1982-12,1982,12,10.01,17.37,2.36,0.0,-999.0,-999.0,80.62,4.42,99.83,6.35,0.01
24,1983-1,1983,1,8.32,17.31,2.02,0.0,-999.0,-999.0,79.69,4.09,100.62,5.43,0.01
25,1983-2,1983,2,7.19,16.04,-1.28,0.0,-999.0,-999.0,71.88,5.14,99.9,4.76,0.01
26,1983-3,1983,3,10.79,19.87,2.26,0.0,-999.0,-999.0,74.56,4.74,99.84,6.04,0.01
27,1983-4,1983,4,15.19,27.87,5.44,0.0,-999.0,-999.0,66.38,3.72,99.73,6.9,0.01
28,1983-5,1983,5,20.02,31.08,10.62,0.0,-999.0,-999.0,57.06,3.86,99.57,7.93,0.01
29,1983-6,1983,6,22.23,32.26,13.73,0.0,-999.0,-999.0,56.25,3.84,99.82,8.97,0.01
30,1983-7,1983,7,27.62,41.72,17.25,0.0,-999.0,-999.0,46.56,4.45,99.69,10.07,0.01
31,1983-8,1983,8,25.75,35.96,17.81,0.0,-999.0,-999.0,53.62,3.4,99.73,10.68,0.01
32,1983-9,1983,9,22.37,31.35,15.48,0.0,-999.0,-999.0,61.81,4.64,99.88,10.13,0.01
33,1983-10,1983,10,17.25,27.69,8.83,0.0,-999.0,-999.0,68.25,3.66,100.24,8.18,0.01
34,1983-11,1983,11,11.88,20.16,4.08,0.0,-999.0,-999.0,78.62,3.3,99.88,6.9,0.01
35,1983-12,1983,12,9.06,15.57,1.3,5.27,-999.0,-999.0,86.44,4.76,99.81,6.35,0.01
36,1984-1,1984,1,8.26,15.07,1.1,0.0,6.15,9.6,84.31,3.93,99.8,5.8,0.01
37,1984-2,1984,2,8.17,16.55,0.6,0.0,8.37,13.43,82.69,4.59,99.64,5.74,0.01
38,1984-3,1984,3,9.24,18.71,2.01,0.0,12.53,18.06,77.25,3.91,99.38,5.68,0.01
39,1984-4,1984,4,12.5,21.58,5.23,0.0,16.75,23.07,75.06,5.09,99.48,6.71,0.01
40,1984-5,1984,5,18.0,27.35,9.37,0.0,21.23,26.09,66.38,4.22,99.33,8.3,0.01
41,1984-6,1984,6,22.35,33.66,13.19,0.0,25.12,27.21,53.25,3.8,99.84,8.48,0.01
42,1984-7,1984,7,26.25,38.05,16.46,0.0,25.32,26.01,41.94,4.48,99.83,8.36,0.01
43,1984-8,1984,8,25.08,35.33,16.64,0.0,20.11,22.82,55.56,3.52,99.76,10.5,0.01
44,1984-9,1984,9,21.85,30.49,12.67,0.0,15.72,18.83,63.38,3.85,99.62,10.07,0.01
45,1984-10,1984,10,18.07,27.25,8.69,0.0,10.37,14.34,76.75,3.45,100.21,9.89,0.01
46,1984-11,1984,11,13.45,20.79,6.45,0.0,7.63,10.5,79.94,3.48,99.77,7.81,0.01
47,1984-12,1984,12,9.44,16.43,0.17,0.0,5.31,8.35,80.81,4.02,100.24,6.1,0.01
48,1985-1,1985,1,6.86,15.98,-2.85,0.0,6.43,10.14,82.81,4.09,99.27,5.37,0.01
49,1985-2,1985,2,7.21,16.54,-0.31,0.0,8.73,14.12,76.56,4.23,99.95,5.07,0.01
50,1985-3,1985,3,10.71,19.43,2.08,0.0,12.5,19.35,80.0,4.45,99.68,6.41,0.01
51,1985-4,1985,4,14.19,27.48,5.85,0.0,17.42,23.92,72.94,4.34,99.47,7.26,0.01
52,1985-5,1985,5,20.05,30.18,8.36,0.0,21.1,25.8,63.62,2.84,99.45,8.91,0.01
53,1985-6,1985,6,23.82,34.49,15.21,0.0,24.82,27.14,52.69,4.02,99.67,9.28,0.01
54,1985-7,1985,7,27.63,39.46,18.07,0.0,25.02,26.05,44.5,3.83,99.78,9.58,0.01
55,1985-8,1985,8,26.94,36.35,17.77,0.0,21.93,23.35,48.56,4.48,99.63,10.19,0.01
56,1985-9,1985,9,23.3,33.51,15.26,0.0,18.4,19.3,56.19,3.43,100.06,9.52,0.01
57,1985-10,1985,10,17.72,28.68,9.56,5.27,11.54,14.7,70.0,4.12,100.29,8.67,0.01
58,1985-11,1985,11,13.57,23.08,6.86,5.27,7.52,10.64,81.19,4.16,99.55,8.12,0.01
59,1985-12,1985,12,10.42,16.91,4.8,0.0,6.63,8.58,86.31,3.27,100.19,6.96,0.01
60,1986-1,1986,1,8.08,16.3,0.06,0.0,7.04,9.8,80.75,4.42,99.51,5.62,0.01
61,1986-2,1986,2,8.05,17.29,-0.91,5.27,7.28,13.31,82.94,4.21,99.0,5.74,0.01
62,1986-3,1986,3,11.28,21.62,2.79,0.0,11.83,18.51,82.56,3.84,99.85,6.9,0.01
63,1986-4,1986,4,14.36,23.4,5.27,0.0,19.24,22.97,73.81,3.91,99.49,7.51,0.01
64,1986-5,1986,5,20.59,30.25,11.35,0.0,22.57,25.99,66.44,2.94,99.89,9.7,0.01
65,1986-6,1986,6,22.98,33.73,14.64,0.0,23.15,26.11,59.31,4.16,99.52,10.07,0.01
66,1986-7,1986,7,25.53,34.28,17.55,0.0,22.63,25.23,53.88,3.47,99.72,10.5,0.01
67,1986-8,1986,8,27.88,36.4,18.9,0.0,22.15,22.32,50.44,3.66,99.67,11.23,0.01
68,1986-9,1986,9,23.23,32.11,15.74,0.0,16.83,19.13,58.38,3.42,100.0,10.01,0.01
69,1986-10,1986,10,18.27,27.59,9.53,0.0,11.95,14.61,68.12,3.09,100.08,8.67,0.01
70,1986-11,1986,11,12.93,20.82,6.33,0.0,8.43,10.72,78.56,3.0,100.41,7.32,0.01
71,1986-12,1986,12,8.3,16.31,-0.52,0.0,6.5,8.58,75.44,3.83,100.14,5.25,0.01
72,1987-1,1987,1,7.88,18.76,-0.27,0.0,5.97,9.93,77.19,5.2,99.55,5.31,0.01
73,1987-2,1987,2,9.19,16.05,0.48,0.0,7.94,13.62,79.31,4.52,99.58,5.86,0.01
74,1987-3,1987,3,7.24,18.71,-1.81,5.27,12.13,17.98,72.94,4.83,99.59,4.82,0.01
75,1987-4,1987,4,13.58,23.35,5.45,0.0,19.78,23.08,70.31,4.49,99.93,6.71,0.01
76,1987-5,1987,5,16.84,26.67,7.38,0.0,19.87,25.97,65.44,3.59,99.56,7.63,0.01
77,1987-6,1987,6,22.4,35.81,12.23,0.0,24.18,27.27,58.69,3.62,99.82,9.46,0.01
78,1987-7,1987,7,28.4,41.67,19.03,0.0,24.26,24.82,47.56,3.49,99.65,10.62,0.01
79,1987-8,1987,8,26.96,37.84,19.37,0.0,21.87,22.63,51.12,4.19,99.71,10.93,0.01
80,1987-9,1987,9,25.24,34.99,16.24,0.0,17.08,18.94,61.0,2.91,99.96,11.6,0.01
81,1987-10,1987,10,19.01,27.67,12.93,0.0,11.01,14.75,74.06,3.59,100.14,10.13,0.01
82,1987-11,1987,11,13.28,20.63,5.33,5.27,6.73,10.72,80.5,4.93,99.69,7.81,0.01
83,1987-12,1987,12,10.08,18.02,2.7,0.0,5.73,8.58,84.81,3.32,100.2,6.65,0.01
84,1988-1,1988,1,10.1,16.87,3.32,0.0,6.15,9.72,88.38,3.69,99.88,6.96,0.01
85,1988-2,1988,2,8.47,16.12,0.65,0.0,10.49,13.63,76.19,4.52,99.66,5.31,0.01
86,1988-3,1988,3,10.16,20.67,1.8,0.0,13.43,18.81,75.12,5.03,99.34,5.86,0.01
87,1988-4,1988,4,14.08,22.74,3.43,0.0,18.52,23.59,71.69,3.52,99.65,7.14,0.01
88,1988-5,1988,5,19.44,29.26,10.92,0.0,20.85,26.35,67.44,3.86,99.66,9.16,0.01
89,1988-6,1988,6,23.51,33.04,14.12,0.0,24.02,27.07,56.06,3.7,99.52,9.7,0.01
90,1988-7,1988,7,29.64,42.79,20.5,0.0,25.96,26.06,42.5,4.2,99.66,10.31,0.01
91,1988-8,1988,8,28.2,38.71,19.52,0.0,22.77,23.37,46.31,3.77,99.61,10.44,0.01
92,1988-9,1988,9,22.36,36.79,13.32,0.0,15.76,18.82,62.0,3.95,99.92,10.07,0.01
93,1988-10,1988,10,18.33,27.88,8.44,0.0,11.79,14.62,73.5,3.44,100.12,9.58,0.01
94,1988-11,1988,11,10.4,19.12,1.32,0.0,6.66,10.77,73.81,3.74,100.1,5.86,0.01
95,1988-12,1988,12,8.11,17.2,1.5,0.0,6.02,8.61,77.38,4.54,100.01,5.31,0.01
96,1989-1,1989,1,8.04,14.47,2.31,0.0,7.88,9.99,80.81,3.11,101.14,5.37,0.01
97,1989-2,1989,2,9.75,19.08,2.81,0.0,11.29,13.29,76.5,3.93,100.45,5.74,0.01
98,1989-3,1989,3,12.83,23.44,3.96,0.0,15.45,18.74,69.25,4.45,99.78,6.23,0.01
99,1989-4,1989,4,15.23,24.55,7.15,0.0,17.3,23.75,65.81,4.31,99.41,6.9,0.01
100,1989-5,1989,5,17.88,27.83,7.97,0.0,22.58,27.06,62.31,3.97,99.89,7.69,0.01
101,1989-6,1989,6,21.87,31.59,13.73,0.0,24.45,28.34,58.75,3.38,99.66,9.34,0.01
102,1989-7,1989,7,26.45,36.23,19.17,0.0,23.84,26.04,53.94,3.52,99.81,11.11,0.01
103,1989-8,1989,8,25.93,35.58,16.22,0.0,21.78,22.34,53.75,4.06,99.53,10.93,0.01
104,1989-9,1989,9,22.57,29.94,15.77,0.0,16.19,19.11,61.88,3.05,99.8,10.31,0.01
105,1989-10,1989,10,15.72,22.69,8.94,0.0,11.45,14.81,73.69,4.03,100.15,8.12,0.01
106,1989-11,1989,11,11.68,21.62,1.69,0.0,8.03,10.91,77.38,3.9,99.94,6.84,0.01
107,1989-12,1989,12,9.23,20.77,1.06,0.0,6.56,8.73,80.44,3.24,100.13,6.16,0.01
108,1990-1,1990,1,8.08,16.63,1.14,0.0,7.65,9.9,80.19,3.06,100.73,5.43,0.01
109,1990-2,1990,2,10.47,20.44,2.59,0.0,12.59,13.68,75.5,3.95,100.14,5.86,0.01
110,1990-3,1990,3,12.55,23.82,3.16,0.0,15.55,19.04,68.81,3.65,100.63,6.04,0.01
111,1990-4,1990,4,14.44,23.87,6.31,0.0,17.85,24.68,67.69,4.64,99.52,6.84,0.01
112,1990-5,1990,5,19.69,29.7,9.83,0.0,21.76,26.79,58.5,3.61,99.94,8.06,0.01
113,1990-6,1990,6,24.13,34.73,12.92,0.0,25.02,27.86,49.81,3.9,99.7,8.85,0.01
114,1990-7,1990,7,27.33,37.48,19.59,0.0,25.69,26.55,44.75,3.92,99.68,9.52,0.01
115,1990-8,1990,8,26.41,34.54,18.37,0.0,22.19,23.57,48.12,3.29,99.86,9.89,0.01
116,1990-9,1990,9,22.65,32.7,14.25,0.0,16.84,19.22,58.31,3.71,99.82,9.83,0.01
117,1990-10,1990,10,19.43,28.56,9.82,0.0,10.98,14.7,72.69,3.48,99.9,10.19,0.01
118,1990-11,1990,11,13.95,26.18,6.03,0.0,7.41,10.74,78.62,4.34,99.69,8.0,0.01
119,1990-12,1990,12,7.96,15.46,1.26,5.27,5.32,8.72,83.38,4.41,99.7,5.62,0.01
120,1991-1,1991,1,7.3,15.24,-0.28,0.0,7.45,9.91,81.56,3.37,100.5,5.31,0.01
121,1991-2,1991,2,7.37,17.28,-2.02,0.0,9.21,13.66,81.56,4.23,99.89,5.43,0.01
122,1991-3,1991,3,12.23,20.8,5.83,0.0,12.67,18.54,81.25,3.57,99.71,7.2,0.01
123,1991-4,1991,4,12.16,19.92,4.95,0.0,17.95,23.64,74.56,4.71,99.53,6.53,0.01
124,1991-5,1991,5,15.32,25.4,8.54,0.0,22.32,26.49,66.19,4.87,99.66,7.02,0.01
125,1991-6,1991,6,23.03,34.12,13.23,0.0,26.39,28.2,55.25,4.0,99.67,9.22,0.01
126,1991-7,1991,7,26.21,35.76,17.14,0.0,24.58,27.15,51.0,4.19,99.55,10.38,0.01
127,1991-8,1991,8,26.39,36.62,19.05,0.0,22.87,23.26,50.12,4.04,99.76,10.31,0.01
128,1991-9,1991,9,23.03,30.39,15.82,0.0,16.93,19.24,65.81,2.99,100.0,11.29,0.01
129,1991-10,1991,10,17.25,29.78,8.35,0.0,11.21,14.85,73.69,4.01,99.94,9.28,0.01
130,1991-11,1991,11,12.97,22.05,6.15,0.0,7.82,10.87,78.69,4.47,99.94,7.39,0.01
131,1991-12,1991,12,5.62,13.5,-1.06,0.0,6.56,8.78,73.12,5.31,100.34,4.21,0.01
132,1992-1,1992,1,7.24,14.37,0.44,0.0,7.95,10.04,81.81,3.77,100.86,5.25,0.01
133,1992-2,1992,2,7.37,15.4,-1.6,0.0,11.07,13.53,73.44,4.29,100.52,4.76,0.01
134,1992-3,1992,3,10.54,19.17,3.35,0.0,14.27,18.76,71.44,4.69,99.96,5.68,0.01
135,1992-4,1992,4,14.48,25.74,5.95,0.0,17.23,23.46,72.56,4.56,99.42,7.32,0.01
136,1992-5,1992,5,18.82,28.45,10.95,0.0,20.99,26.51,63.94,3.36,99.82,8.3,0.01
137,1992-6,1992,6,22.15,31.93,13.52,0.0,22.51,26.8,61.31,3.83,99.47,9.89,0.01
138,1992-7,1992,7,25.37,34.22,16.9,0.0,24.95,27.06,55.81,4.37,99.76,10.68,0.01
139,1992-8,1992,8,28.79,36.9,20.87,0.0,22.92,23.1,50.62,3.28,99.73,11.84,0.01
140,1992-9,1992,9,23.14,33.53,15.91,0.0,18.92,20.29,59.75,3.67,100.1,10.13,0.01
141,1992-10,1992,10,18.69,26.55,10.07,0.0,9.09,14.78,77.81,4.6,99.47,10.56,0.01
142,1992-11,1992,11,13.94,22.74,6.3,0.0,8.4,10.62,80.31,3.88,100.1,8.18,0.01
143,1992-12,1992,12,9.1,18.59,2.88,5.27,6.17,8.75,80.94,3.99,100.13,5.92,0.01
144,1993-1,1993,1,7.26,14.37,-0.88,0.0,8.15,10.09,83.31,3.8,100.74,5.31,0.01
145,1993-2,1993,2,6.36,15.17,-2.71,0.0,10.18,13.73,77.0,4.41,100.4,4.58,0.01
146,1993-3,1993,3,9.38,21.85,1.49,0.0,14.18,19.05,73.75,4.45,99.88,5.49,0.01
147,1993-4,1993,4,13.9,22.9,2.64,0.0,20.15,23.93,71.62,3.28,99.59,6.96,0.01
148,1993-5,1993,5,19.39,31.4,10.58,0.0,23.0,26.81,68.44,3.09,99.57,9.28,0.01
149,1993-6,1993,6,23.89,32.42,15.71,0.0,26.67,28.39,57.19,3.93,99.72,10.13,0.01
150,1993-7,1993,7,26.9,37.18,17.33,0.0,26.22,27.51,45.44,3.78,99.8,9.52,0.01
151,1993-8,1993,8,28.45,38.28,17.05,0.0,23.08,24.25,46.25,3.48,99.75,10.5,0.01
152,1993-9,1993,9,22.99,31.68,14.57,0.0,17.67,19.32,60.88,3.77,99.76,10.5,0.01
153,1993-10,1993,10,19.18,28.62,11.43,0.0,11.31,14.8,78.06,4.2,99.96,10.8,0.01
154,1993-11,1993,11,12.84,21.62,4.95,5.27,6.52,10.8,81.94,5.06,99.91,7.81,0.01
155,1993-12,1993,12,10.84,18.16,2.58,0.0,6.37,8.7,85.19,4.14,99.87,7.02,0.01
156,1994-1,1994,1,9.26,15.95,1.68,0.0,7.02,9.96,85.56,4.79,99.73,6.41,0.01
157,1994-2,1994,2,8.94,15.44,0.62,5.27,8.63,13.59,87.38,4.88,99.66,6.35,0.01
158,1994-3,1994,3,12.05,20.48,4.55,0.0,17.36,18.52,79.0,3.36,100.2,6.9,0.01
159,1994-4,1994,4,13.7,21.96,5.55,0.0,17.39,23.67,75.88,4.83,99.3,7.39,0.01
160,1994-5,1994,5,19.55,32.46,10.23,0.0,24.08,27.01,64.56,3.93,99.64,8.73,0.01
161,1994-6,1994,6,23.64,35.23,14.12,0.0,25.95,28.36,56.25,4.16,99.84,9.77,0.01
162,1994-7,1994,7,27.73,36.92,20.65,0.0,25.64,26.42,52.69,4.6,99.56,11.66,0.01
163,1994-8,1994,8,29.44,40.83,20.6,0.0,23.33,23.92,47.44,3.59,99.63,11.54,0.01
164,1994-9,1994,9,25.26,37.05,15.08,0.0,18.2,19.73,57.5,3.37,99.82,11.11,0.01
165,1994-10,1994,10,18.4,30.54,11.87,0.0,11.99,14.68,72.06,4.06,99.89,9.46,0.01
166,1994-11,1994,11,13.62,22.12,6.48,0.0,8.59,10.76,77.25,3.83,100.19,7.57,0.01
167,1994-12,1994,12,9.76,18.61,1.51,0.0,7.28,8.74,80.19,3.78,100.33,6.16,0.01
168,1995-1,1995,1,7.59,17.8,-0.12,0.0,6.82,9.89,81.12,4.61,99.75,5.43,0.01
169,1995-2,1995,2,10.23,19.31,3.5,0.0,11.42,13.71,79.0,4.07,100.03,6.16,0.01
170,1995-3,1995,3,9.72,20.48,1.48,0.0,13.5,19.08,72.94,5.27,99.55,5.49,0.01
171,1995-4,1995,4,13.15,25.3,3.65,0.0,19.98,23.77,66.0,4.34,99.74,6.1,0.01
172,1995-5,1995,5,18.44,31.12,8.34,0.0,22.48,26.44,63.38,4.23,99.71,8.12,0.01
173,1995-6,1995,6,23.78,32.41,14.93,0.0,26.47,28.47,53.88,3.71,99.59,9.46,0.01
174,1995-7,1995,7,27.66,35.9,19.23,0.0,25.88,27.48,50.69,3.91,99.54,11.17,0.01
175,1995-8,1995,8,24.66,34.83,14.39,5.27,20.76,24.33,64.62,3.7,99.52,12.21,0.01
176,1995-9,1995,9,20.83,30.07,12.27,0.0,15.16,20.05,70.0,3.53,99.67,10.68,0.01
177,1995-10,1995,10,17.44,25.9,9.23,0.0,13.98,14.98,74.69,3.05,100.45,9.16,0.01
178,1995-11,1995,11,10.99,20.53,1.09,0.0,7.53,10.94,77.75,5.17,99.88,6.65,0.01
179,1995-12,1995,12,11.24,19.3,4.01,0.0,5.1,8.78,87.25,5.03,99.81,7.39,0.01
180,1996-1,1996,1,8.85,15.13,0.8,0.0,6.48,9.98,83.25,4.91,99.79,6.1,0.01
